Run,Surface,Tile,Tile_38,Average_A,Stdv_A,Average_0,Stdv_0,Average_2,Stdv_2,Average_3,Stdv_3,Average_4,Stdv_4,Average_5,Stdv_5,Average_1,Stdv_1
180413_M05950_0003_000000000-BP4CR_SubTile%PF.csv,Top,3,3,58,41.30375285612676,0,0.0,85,5.799105933644395,91,1.9674999978212482,87,4.716990566028302,93,0.7208967806849965,88,3.8664254217349305
180413_M05950_0003_000000000-BP4CR_SubTile%PF.csv,Top,4,4,58,41.58792559812951,0,0.0,84,6.081747637068448,91,2.2283865120727886,86,5.392850845024957,93,0.8185269813477167,87,4.0534833197288
180413_M05950_0003_000000000-BP4CR_SubTile%PF.csv,Top,5,5,58,41.77186719418811,0,0.0,87,4.462309772393788,92,1.803821579538655,88,3.7305709701483507,94,0.6509386613097172,89,3.8200252083713524
180413_M05950_0003_000000000-BP4CR_SubTile%PF.csv,Top,6,6,56,40.13311184877976,0,0.0,81,7.152848195745905,90,2.3922600388081694,83,6.696285290098573,93,1.1202082196670795,86,4.709095772056224
180413_M05950_0003_000000000-BP4CR_SubTile%PF.csv,Top,7,7,57,41.12041936664665,0,0.0,86,5.123174170399335,91,1.865872847082963,87,4.947804485907788,93,0.7504337058956766,88,4.175176495123541
180413_M05950_0003_000000000-BP4CR_SubTile%PF.csv,Top,8,8,58,41.30375285612676,2,7.1869946822008615,87,4.377583501360706,91,1.824238571262926,87,4.612338738541788,93,0.6992202861768079,88,3.7416573867739413
180413_M05950_0003_000000000-BP4CR_SubTile%PF.csv,Top,9,9,57,41.12041936664665,0,0.0,87,4.32557076167598,91,1.7622781116104176,88,4.079099564173186,94,0.6354546605560883,89,3.6038388311615233
180413_M05950_0003_000000000-BP4CR_SubTile%PF.csv,Top,10,10,58,41.30375285612676,0,0.0,86,4.884116638254744,91,1.9309052441091963,86,5.31103573624919,93,0.6748404905171791,88,3.9454441438772667
180413_M05950_0003_000000000-BP4CR_SubTile%PF.csv,Top,11,11,56,40.43375927228247,0,0.0,83,6.296732011067677,90,2.488381782554196,84,5.9966706739321305,93,0.9274253071363135,87,4.559919620016902
180413_M05950_0003_000000000-BP4CR_SubTile%PF.csv,Top,12,12,56,40.27406113120453,0,0.0,83,6.0675213073226875,90,2.274086138223519,84,6.228038337908779,93,0.9609863651605287,87,4.1488094710934655
